AURUM-NY PRIME v2.0 trade export · 108 positions · SYNTHETIC — NOT A RESULT
ts_entry,ts_exit,symbol,session_type,orb_model,entry,stop,init_R,units,lots,risk_usd,realized_R,score,grade,htf_4h,htf_1h,vwap_ext,vwap_slope,gc_count,dxy_score,corr_gold_dxy,ry_mom,vix_support,pivot_slope_norm,strict_struct,touch3_dist_atr,rej_br,rej_clv,atr_shock,modeled_spread,vol_mode,dist_pdh,dist_london_high,mae_R,mfe_R,exit_type,hold_bars,news_blackout,rule_violation,eval_mode,ablation,entry_mode,stop_model
2025-10-17 09:35,2025-10-17 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,96.9,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.940,0.087,SL,9,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-10-30 09:40,2025-10-30 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,83.8,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.503,1.676,TP1+TRAIL,18,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-11-03 09:50,2025-11-03 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,89.2,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.982,0.533,SL,6,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-11-19 09:35,2025-11-19 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,95.0,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.388,1.853,TP1+TRAIL,29,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-11-25 09:40,2025-11-25 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,3.3823,81.3,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.406,3.586,TP2/RUNNER,21,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-11-27 09:35,2025-11-27 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,3.7948,85.6,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.133,4.390,TP2/RUNNER,10,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-11-28 09:40,2025-11-28 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,86.1,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.959,0.407,SL,10,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-12-03 09:50,2025-12-03 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,94.2,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.927,0.215,SL,25,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-12-11 09:50,2025-12-11 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,89.5,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.926,0.246,SL,23,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-12-12 09:40,2025-12-12 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,88.7,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.953,0.018,SL,21,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-12-25 09:35,2025-12-25 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,80.1,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.132,1.691,TP1+TRAIL,17,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-12-29 09:40,2025-12-29 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,84.3,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.471,1.977,TP1+TRAIL,24,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-01-07 09:40,2026-01-07 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,91.4,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.528,1.798,TP1+TRAIL,30,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-01-09 09:35,2026-01-09 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,94.2,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.240,1.639,TP1+TRAIL,10,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-01-12 09:40,2026-01-12 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,0.2263,84.7,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.337,0.717,BE/TRAIL,15,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-01-16 09:50,2026-01-16 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,88.7,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.373,1.937,TP1+TRAIL,9,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-01-20 09:40,2026-01-20 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,90.9,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.179,1.791,TP1+TRAIL,23,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-01-21 09:35,2026-01-21 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,4.0475,83.8,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.508,4.208,TP2/RUNNER,9,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-01-27 09:50,2026-01-27 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,86.6,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.411,1.816,TP1+TRAIL,16,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-01-29 09:50,2026-01-29 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,91.9,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.984,0.537,SL,18,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-02-02 09:35,2026-02-02 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,3.3737,80.2,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.285,3.586,TP2/RUNNER,22,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-02-11 09:50,2026-02-11 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,91.8,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.976,0.312,SL,11,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-02-13 09:35,2026-02-13 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,92.6,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.991,0.615,SL,22,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-02-16 09:40,2026-02-16 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,96.2,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.985,0.317,SL,16,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-02-18 09:50,2026-02-18 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,86.5,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.988,0.136,SL,30,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-02-20 09:50,2026-02-20 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,84.6,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.988,0.567,SL,17,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-02-24 09:35,2026-02-24 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,95.8,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.939,0.269,SL,9,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-02-26 09:50,2026-02-26 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,94.3,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.910,0.639,SL,10,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-03-09 09:40,2026-03-09 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,88.6,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.986,0.157,SL,29,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-03-19 09:35,2026-03-19 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,91.9,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.305,2.023,TP1+TRAIL,10,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-03-27 09:50,2026-03-27 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,81.6,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.146,1.667,TP1+TRAIL,14,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-03-31 09:35,2026-03-31 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,95.8,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.143,1.606,TP1+TRAIL,16,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-04-10 09:35,2026-04-10 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,88.0,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.910,0.347,SL,30,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-04-13 09:35,2026-04-13 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,85.0,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.981,0.635,SL,29,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-04-14 09:40,2026-04-14 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,88.8,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.558,1.644,TP1+TRAIL,16,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-04-15 09:50,2026-04-15 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,3.9992,86.7,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.135,4.554,TP2/RUNNER,30,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-04-17 09:40,2026-04-17 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,90.4,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.988,0.152,SL,18,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-05-05 09:50,2026-05-05 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,3.8032,96.9,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.113,4.027,TP2/RUNNER,21,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-05-06 09:40,2026-05-06 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,85.2,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.963,0.472,SL,27,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-05-08 09:40,2026-05-08 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,90.2,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.065,1.703,TP1+TRAIL,8,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-05-13 09:40,2026-05-13 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,93.6,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.930,0.141,SL,13,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-05-26 09:50,2026-05-26 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,82.5,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.986,0.609,SL,6,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-06-03 09:50,2026-06-03 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,92.6,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.514,1.720,TP1+TRAIL,18,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-06-04 09:40,2026-06-04 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,82.1,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.155,1.927,TP1+TRAIL,17,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-06-09 09:50,2026-06-09 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,88.8,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.955,0.689,SL,17,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-06-16 09:40,2026-06-16 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,80.4,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.462,1.810,TP1+TRAIL,24,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-06-22 09:40,2026-06-22 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,96.1,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.958,0.101,SL,16,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-06-26 09:40,2026-06-26 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,95.3,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.999,0.410,SL,5,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2026-06-29 09:40,2026-06-29 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,81.4,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.585,2.077,TP1+TRAIL,5,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
